"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
503,11574,6863,18939,010131,3,Yes,N,N,1.5357,0.13434,0,0,4456,672,23175,9,,,for-profit,Crestwood Medical Center,005,17.44,75,0.97,42.93,9.72,0.75,10.3,18.16,5.51,9.4,70.05,12.59,2.399744334398,14.97039300681,177.74665115,68.749335603,106.48087405,36.528524214,37.211258235,0.0003883495,,0,2,1,no affiliation,medium,147,1,1,0
147,5073,6592,11811,010138,,No,N,N,0.8174,0.51511,,,229,115,1667,3,,,not-for-profit,Hill Hospital of Sumter County,260,11.14,75,0.98,42.5,27.26,0.26,23.36,19.47,6.8,15.13,71.66,13.64,4.063692134048,18.2512799094,158.06989193,60.23134591,95.589767143,28.961946362,34.607755611,0.0017996401,,3,0,3,no affiliation,small,33,0,0,0
612,11051,8034,19699,010139,3,Yes,N,Y,1.6543,0.17664,0,0,10072,2462,41959,0,237,698,for-profit,Brookwood Medical Center,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,15.16695758619,179.54716882,64.567781685,112.66459453,40.205759491,38.709881712,0,0,1,2,0,limited/graduate,large,607,1,1,1
427,6210,9444,19289,010144,2,Yes,N,Y,1.7378,0.16275,0,0,5578,910,20093,0,77,240,for-profit,Springhill Memorial Hospital,006,35.83,75,0.95,43.79,15.15,0.73,9.93,18.24,5.08,11.48,65.94,12.04,2.593655259872,14.21799728053,172.88627154,56.427156868,114.43308883,41.171818032,40.161441281,0,0,0,3,0,no affiliation,medium,263,1,1,0
459,5442,8664,14565,010146,3,Yes,N,N,1.0823,0.37781,0,0,646,158,4971,0,19,82,for-profit,RMC Jacksonville,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,15.16695758619,179.54716882,64.567781685,112.66459453,40.205759491,38.709881712,0,0,3,0,0,no affiliation,small,89,1,1,0
232,6060,5965,12258,010148,3,Yes,N,N,0.9986,0.35898,0,,903,276,3902,1,,,for-profit,Evergreen Medical Center,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,12.77784658305,147.67079371,58.810581712,86.49612276,30.322252309,31.062778309,0.0002562788,,3,0,1,no affiliation,small,44,0,0,0
809,10859,10003,16887,010149,5,Yes,N,N,1.3792,0.41496,0,0,2735,2807,19297,0,51,170,public,Baptist Medical Center East,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,12.77784658305,147.67079371,58.810581712,86.49612276,30.322252309,31.062778309,0,0,3,1,0,no affiliation,medium,150,1,1,0
467,7085,7779,15330,010150,3,No,N,N,1.0935,0.28441,,,785,149,3864,1,,,for-profit,L. V. Stabler Memorial Hospital,007,26.22,75,0.96,42.5,24.41,0.33,11.92,17.46,5.04,10.17,67.17,10.71,2.490869662142,12.77784658305,147.67079371,58.810581712,86.49612276,30.322252309,31.062778309,0.0002587992,,2,0,1,no affiliation,small,72,0,1,0
491,8390,9573,18455,010157,3,Yes,N,N,1.2962,0.1332,0,,2042,155,6632,9,,,public,Shoals Hospital,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,15.16695758619,179.54716882,64.567781685,112.66459453,40.205759491,38.709881712,0.0013570567,,0,0,2,no affiliation,medium,178,1,1,0
519,6501,7603,14621,010158,3,Yes,N,N,1.157,0.29307,,,1165,319,4168,1,,,for-profit,Russellville Hospital,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,15.16695758619,179.54716882,64.567781685,112.66459453,40.205759491,38.709881712,0.0002399232,,2,0,1,no affiliation,medium,100,0,1,0
544,8143,8404,17090,010164,3,Yes,N,N,1.2037,0.34618,0,,1216,934,10418,13,,,not-for-profit,Coosa Valley Medical Center,001,28.85,75,0.98,42.75,13.82,0.45,13.31,18.76,5.7,11,63.4,8.6,2.881722443213,15.16695758619,179.54716882,64.567781685,112.66459453,40.205759491,38.709881712,0.0012478403,,2,0,2,no affiliation,medium,163,0,1,0
203,15782,6971,22956,010168,4,Yes,N,N,2.0888,0.04455,0,0,1520,49,3914,0,7,114,public,Jack Hughston Memorial Hospital,146,30.2,75,1.03,42.19,27.57,1.7,13.27,15.76,3.51,9.84,70.06,10.53,2.568893764546,13.89905704802,181.43844155,73.607519179,105.07302171,34.41974795,37.710342145,0,0,0,3,0,no affiliation,small,70,1,1,0
453,6561,6332,13348,010169,4,Yes,N,N,1.0863,0.23283,0,0,810,143,4583,5,,,public,Atmore Community Hospital,134,23.86,75,0.99,44.94,7.37,1.5,9.69,18.38,5.73,11.51,72.05,16.12,2.525021304667,12.15900103969,212.10058512,71.653057535,138.02246356,47.341649615,50.720172158,0.0010909884,,1,0,2,no affiliation,small,49,0,0,0
1206,14157,5074,20437,020001,3,Yes,Y,Y,1.8716,0.39027,1,0,4403,4895,24482,22,167,679,not-for-profit,Providence Alaska Medical Center,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0008986194,0,3,3,2,no affiliation,large,401,1,1,0
617,9142,4191,13950,020006,3,No,N,N,1.3945,0.26117,0,0,2387,565,9430,8,81,185,not-for-profit,Mat-Su Regional Medical Center,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0008483563,,2,1,2,no affiliation,small,36,1,1,0
954,7890,4864,13708,020008,3,Yes,N,N,1.2447,0.34292,0,0,478,466,6154,5,43,190,public,Bartlett Regional Hospital,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0008124797,1,2,0,2,no affiliation,small,57,0,1,0
695,10801,3430,14926,020012,3,Yes,N,Y,1.5547,0.31187,1,0,1206,930,10951,16,85,200,not-for-profit,Fairbanks Memorial Hospital,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0014610538,0,2,2,2,no affiliation,medium,162,1,1,0
835,15387,4423,20644,020017,3,Yes,N,N,2.2237,0.23383,,,3479,1580,13973,7,,,for-profit,Alaska Regional Hospital,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0005009661,,1,3,1,no affiliation,medium,238,1,1,0
578,10249,4750,15578,020024,3,Yes,N,Y,1.4658,0.25002,0,0,1095,431,6434,17,9,77,not-for-profit,Central Peninsula Hospital,010,1.22,74,0.78,49.11,2.01,2.34,15.28,12.8,1.54,3.24,56.16,9.97,1.952507408831,18.70500987861,251.03572343,100.90734775,147.10432135,49.14066084,52.213992806,0.0026422132,0,1,1,3,no affiliation,small,49,0,1,0
702,8769,6809,16280,030001,2,Yes,N,Y,1.4852,0.68468,0,0,1285,2101,8625,0,90,284,for-profit,Abrazo Maryvale Campus,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0,1,3,1,0,no affiliation,medium,232,1,1,0
1599,15011,8345,24956,030002,3,Yes,N,Y,2.18501,0.38975,1,0,11554,12234,48264,157,237,1547,not-for-profit,Banner Good Samaritan Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0032529422,0,3,3,3,major teaching,large,668,1,1,1
966,12370,7903,21240,030006,3,Yes,N,N,1.82291,0.3634,0,0,13005,8949,47857,14,109,616,not-for-profit,TMC HealthCare,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0.0002925382,0,3,3,1,limited/graduate,large,616,1,1,1
702,10888,7702,19291,030007,4,Yes,N,N,1.6746,0.37463,0,0,1806,1145,9527,0,11,109,not-for-profit,Verde Valley Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0,0,3,2,0,no affiliation,medium,110,1,0,0
854,11379,8499,20732,030010,3,Yes,N,N,1.857,0.26397,1,0,7715,2355,22064,0,48,315,not-for-profit,Carondelet St. Mary's Hospital,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0,0,2,3,0,limited/graduate,large,400,1,1,1
1132,12535,8228,21270,030011,3,Yes,N,N,1.7674,0.20309,,0,8425,3180,26769,0,55,400,not-for-profit,Carondelet St. Joseph's Hospital,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0,0,1,3,0,no affiliation,large,471,1,1,0
413,8953,7694,19382,030012,2,No,N,Y,1.6328,0.08134,0,0,4431,563,12409,33,35,191,public,Yavapai Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0026593601,0,0,2,3,no affiliation,medium,134,1,0,0
562,11314,8517,20392,030013,2,Yes,Y,Y,1.6391,0.29004,0,,7818,3829,36904,45,,,not-for-profit,Yuma Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.00121938,,2,2,2,limited/graduate,medium,369,1,0,1
818,11731,8252,20802,030014,3,Yes,N,Y,1.7833,0.20842,0,,6358,2824,26563,37,,,not-for-profit,HonorHealth John C. Lincoln Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.001392915,,1,3,2,major teaching,medium,266,1,0,1
625,10170,6647,17443,030016,2,Yes,N,Y,1.4026,0.30529,1,0,2906,1701,13575,21,31,345,not-for-profit,Banner Casa Grande Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0015469613,0,2,1,2,no affiliation,medium,201,1,0,0
747,11846,7966,20560,030022,2,Yes,N,Y,1.9345,0.68451,0,1,1836,11465,30858,10,119,496,public,Maricopa Integrated Health System,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0003240651,0,3,3,1,major teaching,large,522,1,0,1
1924,13769,6608,22300,030023,4,Yes,N,Y,2.0181,0.41507,0,,6736,2993,22576,49,,,not-for-profit,Flagstaff Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0021704465,0,3,3,3,no affiliation,medium,267,1,0,0
1076,15502,8646,25225,030024,3,Yes,Y,Y,2.34521,0.42666,1,0,8948,10217,48963,237,614,1470,not-for-profit,St. Joseph's Hospital and Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0048403897,0,3,3,3,limited/graduate,large,607,1,1,1
1388,13280,8753,23422,030030,2,Yes,N,Y,2.1614,0.46155,,,3831,2092,14619,7,,,for-profit,Abrazo Central Campus,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0004788289,,3,3,1,no affiliation,medium,221,1,1,0
600,8070,6980,15651,030033,3,Yes,N,N,1.4037,0.18311,,0,969,322,5981,2,10,164,not-for-profit,Payson Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0003343922,0,1,1,1,no affiliation,small,44,0,1,0
795,11297,9245,21339,030036,4,Yes,N,Y,1.8323,0.28226,0,0,9292,4461,38264,10,126,984,not-for-profit,Chandler Regional Medical Center,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0002613423,0,2,3,1,limited/graduate,medium,243,1,1,1
721,13790,6654,21167,030037,3,Yes,N,N,2.2039,0.36199,1,0,3251,2650,15069,0,29,519,for-profit,St. Luke's Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0,,3,3,0,no affiliation,medium,226,1,0,0
658,12449,8241,22266,030038,3,Yes,Y,Y,1.822,0.18705,,,6918,3584,28493,43,,,for-profit,HonorHealth Scottsdale Osborn Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0015091426,,1,3,2,limited/graduate,medium,340,1,1,1
687,8164,8072,16924,030043,1,No,Y,N,1.1959,0.16782,1,0,2416,1236,13594,0,32,149,not-for-profit,Canyon Vista Medical Center,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0,1,0,0,0,no affiliation,small,88,0,1,0
568,10635,6683,17885,030055,2,Yes,N,Y,1.5077,0.24153,0,0,4929,1674,19777,58,23,167,public,Kingman Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0029326996,0,1,1,3,no affiliation,medium,235,0,1,0
629,11805,7363,19795,030061,4,Yes,N,Y,1.65361,0.06804,1,0,13743,1184,29344,42,94,792,not-for-profit,Banner Boswell Medical Center,014,47.59,76,0.98,44.54,1.66,2.64,2.67,15.88,4.19,7.5,54.28,16.49,1.985383886713,10.77558164229,204.51749411,74.279000506,127.89074534,46.811029361,39.411698419,0.0014312977,0,0,2,2,limited/graduate,large,430,1,1,1
700,10240,5588,16531,030062,4,Yes,N,N,1.6006,0.32604,0,0,2200,803,16987,19,20,126,not-for-profit,Summit Healthcare Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0011185024,0,2,2,2,limited/graduate,small,89,0,0,1
933,9632,8607,23094,030064,1,Yes,N,Y,2.1367,0.4031,1,0,6892,7044,40270,7,167,790,not-for-profit,Banner - University Medical Center Tucson,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0.0001738267,0,3,3,1,major teaching,large,487,1,1,1
814,11877,8395,21086,030065,3,Yes,N,Y,1.7289,0.3914,1,0,10032,10591,54826,45,101,1268,not-for-profit,Banner Desert Medical Center,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0008207785,0,3,3,2,no affiliation,large,639,1,1,0
512,9586,5687,15786,030068,3,Yes,N,N,1.2587,0.36434,1,0,439,819,6342,10,25,103,public,Mt. Graham Regional Medical Center,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0.0015767897,0,3,0,2,no affiliation,small,49,0,0,0
679,11685,6661,19025,030069,2,No,N,N,1.6911,0.15521,,,3117,1416,12518,10,,,for-profit,Havasu Regional Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0007988497,,0,2,2,no affiliation,medium,162,0,1,0
497,9469,4469,14435,030073,3,,N,N,1.2801,0.81986,,,1079,394,5910,19,,,not-for-profit,Tuba City Regional Health Care Corporation,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.00321489,,3,0,3,limited/graduate,medium,103,1,1,1
651,8722,8997,18370,030083,2,Yes,N,Y,1.5563,0.29953,,,3683,1673,14794,6,,,for-profit,Abrazo Scottsdale Campus,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0004055698,,2,2,1,no affiliation,medium,136,1,1,0
761,9946,10043,20115,030085,3,Yes,N,N,1.6241,0.20931,1,,6791,3709,33285,9,,,for-profit,Northwest Medical Center,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0.0002703921,,1,2,1,no affiliation,medium,300,1,1,0
658,12449,8241,21347,030087,3,Yes,Y,Y,1.80431,0.10261,1,,8786,4303,37804,52,,,for-profit,HonorHealth Scottsdale Shea Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0013755158,,0,3,2,limited/graduate,large,432,1,0,1
906,10146,8941,19994,030088,4,Yes,N,Y,1.47551,0.14516,1,0,12064,2631,28266,47,31,817,not-for-profit,Banner Baywood Medical Center,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0016627751,0,0,1,2,no affiliation,medium,340,1,1,0
720,12712,9280,22714,030089,3,Yes,N,Y,1.6693,0.34577,1,0,9304,8490,46011,91,139,1182,public,Banner Thunderbird Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0019777879,0,2,2,3,no affiliation,large,561,1,1,0
665,12175,7629,20470,030092,3,Yes,N,Y,1.6363,0.19084,1,0,4853,2156,20277,50,,,not-for-profit,HonorHealth Deer Valley Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.002465848,0,1,2,3,no affiliation,medium,204,1,0,0
777,10750,7280,18806,030093,4,Yes,N,Y,1.5098,0.15692,1,0,10136,2262,31949,35,95,801,not-for-profit,Banner Del E. Webb Medical Center,014,47.59,76,0.98,44.54,1.66,2.64,2.67,15.88,4.19,7.5,54.28,16.49,1.985383886713,10.77558164229,204.51749411,74.279000506,127.89074534,46.811029361,39.411698419,0.0010954959,0,0,1,2,no affiliation,medium,375,1,1,0
734,12217,7351,20301,030094,3,Yes,N,Y,1.8008,0.38359,,,5669,3096,21633,6,,,for-profit,Abrazo Arrowhead Campus,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.000277354,,3,3,1,no affiliation,medium,217,1,1,0
527,9611,6025,16165,030101,2,Yes,N,N,1.4381,0.17242,,,3291,1495,13218,7,,,for-profit,Western Arizona Regional Medical Center,279,43.51,74,0.95,48.21,7.33,9.47,11.44,14.53,3.25,11.12,37.57,11.76,1.542244149576,9.176764373784,159.95254327,55.093514784,102.45900748,37.079872695,29.418708578,0.0005295809,,0,1,1,no affiliation,medium,139,0,1,0
1010,15295,7326,21532,030103,5,Yes,Y,Y,2.18201,0.04192,0,1,6270,2785,26196,519,54,616,not-for-profit,Mayo Clinic Hospital,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0198121851,0,0,3,3,limited/graduate,medium,268,1,1,1
1516,15991,6252,23759,030105,5,Yes,N,Y,2.2663,0.12088,1,0,3485,338,7476,18,37,507,not-for-profit,Banner Heart Hospital,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0024077047,0,0,3,3,no affiliation,medium,111,1,1,0
235,16390,3901,20526,030107,,Yes,N,N,2.2401,0.00266,0,0,455,25,3026,1,,,for-profit,Arizona Spine and Joint Hospital,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0003304693,,0,3,1,no affiliation,small,23,1,1,0
293,17720,3523,21535,030108,,Yes,N,N,2.9993,0.05558,,,663,100,2968,1,,,for-profit,The Surgical Hospital of Phoenix,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0003369272,,0,3,1,no affiliation,small,33,1,1,0
917,10153,7121,18189,030110,2,Yes,N,Y,1.4648,0.34343,,,2625,1192,10541,4,,,for-profit,Abrazo West Campus,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0003794706,,2,1,1,no affiliation,medium,164,1,1,0
933,9632,8607,17422,030111,2,Yes,N,Y,1.4926,0.46777,1,0,2254,2345,14936,0,73,506,not-for-profit,Banner - University Medical Center South,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0,0,3,1,0,no affiliation,medium,197,1,1,0
215,14909,8561,23684,030112,,No,N,N,2.2251,0.01808,0,,421,23,2797,1,,,for-profit,Arizona Orthopedic Surgical Hospital,011,44.82,74,0.9,45.71,2.17,5.6,4.27,14.87,3.89,7.83,40.72,18.69,1.52143943304,9.155352888862,153.71294845,50.425503472,100.98847753,38.657119698,29.741342108,0.0003575259,,0,3,1,no affiliation,small,24,1,1,0
536,9975,7076,17585,030114,3,Yes,N,N,1.5124,0.05624,0,,2617,1189,10509,5,,,for-profit,Oro Valley Hospital,015,45.26,75,0.85,47.37,1.88,9.43,5.66,13.66,2.88,5.79,53.23,12.53,1.800332806451,11.04888441076,203.96627002,69.503844582,132.03426911,48.482000537,37.882765895,0.0004757827,,0,1,1,no affiliation,medium,146,1,1,0
643,11609,6992,19244,030115,4,Yes,N,Y,1.5275,0.41898,1,0,5059,5814,31632,34,119,910,not-for-profit,Banner Estrella Medical Center,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0010748609,0,3,2,2,major teaching,medium,214,1,1,1
539,8858,5300,14696,030117,3,No,N,N,1.3033,0.24933,,,1637,388,6470,5,,,for-profit,Valley View Medical Center,279,43.51,74,0.95,48.21,7.33,9.47,11.44,14.53,3.25,11.12,37.57,11.76,1.542244149576,9.176764373784,159.95254327,55.093514784,102.45900748,37.079872695,29.418708578,0.0007727975,,1,0,2,no affiliation,small,90,0,1,0
413,8953,7694,17059,030118,3,No,N,Y,1.3301,0.39304,0,0,1688,1146,11553,33,35,191,for-profit,Yavapai Regional  Medical Center - East,012,35.17,74,0.87,47.6,1.98,7.64,7.69,14.28,3.4,6.2,49.16,14.17,1.811236261885,13.01644203987,193.53532759,65.668102959,125.53069943,46.790832753,36.227423302,0.0028564009,0,3,0,3,limited/graduate,small,72,1,0,1
